State,Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate
North Carolina,2018,Sep,61.2,58.8,4991872(R),4799281(R),192591(R),3.9(R)
North Carolina,2018,Oct,61.2,58.8,5002802(R),4808352(R),194450(R),3.9(R)
North Carolina,2018,Nov,61.3,58.9,5017079(R),4819777(R),197302(R),3.9(R)
North Carolina,2018,Dec,61.5,59,5031958(R),4831516(R),200442(R),4.0(R)
North Dakota,2017,Jan,71.1,69.1,411825(R),400253(R),11572(R),2.8(R)
North Dakota,2017,Feb,71.1,69.1,411676(R),400375(R),11301(R),2.7(R)
North Dakota,2017,Mar,71.1,69.2,411474(R),400473(R),11001(R),2.7(R)
North Dakota,2017,Apr,71,69.2,411179(R),400441(R),10738(R),2.6(R)
North Dakota,2017,May,71,69.1,410788(R),400217(R),10571(R),2.6(R)
North Dakota,2017,Jun,70.9,69.1,410317(R),399784(R),10533(R),2.6(R)
North Dakota,2017,Jul,70.8,69,409790(R),399175(R),10615(R),2.6(R)
North Dakota,2017,Aug,70.7,68.8,409222(R),398467(R),10755(R),2.6(R)
North Dakota,2017,Sep,70.5,68.7,408624(R),397731(R),10893(R),2.7(R)
North Dakota,2017,Oct,70.4,68.5,408014(R),397043(R),10971(R),2.7(R)
North Dakota,2017,Nov,70.3,68.4,407395(R),396404(R),10991(R),2.7(R)
North Dakota,2017,Dec,70.2,68.3,406774(R),395797(R),10977(R),2.7(R)
North Dakota,2018,Jan,70.1,68.2,406159(R),395224(R),10935(R),2.7(R)
North Dakota,2018,Feb,70,68.1,405555(R),394685(R),10870(R),2.7(R)
North Dakota,2018,Mar,69.8,68,404957(R),394168(R),10789(R),2.7(R)
North Dakota,2018,Apr,69.7,67.9,404346(R),393648(R),10698(R),2.6(R)
North Dakota,2018,May,69.6,67.8,403744(R),393132(R),10612(R),2.6(R)
North Dakota,2018,Jun,69.5,67.7,403209(R),392679(R),10530(R),2.6(R)
North Dakota,2018,Jul,69.4,67.6,402786(R),392352(R),10434(R),2.6(R)
North Dakota,2018,Aug,69.3,67.6,402507(R),392194(R),10313(R),2.6(R)
North Dakota,2018,Sep,69.3,67.5,402385(R),392224(R),10161(R),2.5(R)
North Dakota,2018,Oct,69.3,67.5,402400(R),392421(R),9979(R),2.5(R)
North Dakota,2018,Nov,69.3,67.6,402505(R),392744(R),9761(R),2.4(R)
North Dakota,2018,Dec,69.3,67.6,402661(R),393123(R),9538(R),2.4(R)
Ohio,2017,Jan,62.8,59.6,5763952(R),5464013(R),299939(R),5.2(R)
Ohio,2017,Feb,62.9,59.6,5769047(R),5471173(R),297874(R),5.2(R)
Ohio,2017,Mar,62.9,59.7,5773554(R),5477830(R),295724(R),5.1(R)
Ohio,2017,Apr,62.9,59.7,5777686(R),5483584(R),294102(R),5.1(R)
Ohio,2017,May,63,59.8,5781512(R),5488731(R),292781(R),5.1(R)
Ohio,2017,Jun,63,59.8,5785124(R),5493398(R),291726(R),5.0(R)
Ohio,2017,Jul,63,59.8,5788356(R),5497817(R),290539(R),5.0(R)
Ohio,2017,Aug,63,59.8,5789224(R),5501447(R),287777(R),5.0(R)
Ohio,2017,Sep,62.9,59.8,5786273(R),5503784(R),282489(R),4.9(R)
Ohio,2017,Oct,62.8,59.8,5780053(R),5504884(R),275169(R),4.8(R)
Ohio,2017,Nov,62.7,59.8,5772303(R),5504517(R),267786(R),4.6(R)
Ohio,2017,Dec,62.6,59.8,5765539(R),5503581(R),261958(R),4.5(R)
Ohio,2018,Jan,62.6,59.8,5762656(R),5503461(R),259195(R),4.5(R)
Ohio,2018,Feb,62.6,59.8,5765139(R),5505283(R),259856(R),4.5(R)
Ohio,2018,Mar,62.7,59.8,5771374(R),5509047(R),262327(R),4.5(R)
Ohio,2018,Apr,62.7,59.9,5777036(R),5512758(R),264278(R),4.6(R)
Ohio,2018,May,62.8,59.9,5779646(R),5515053(R),264593(R),4.6(R)
Ohio,2018,Jun,62.7,59.9,5779539(R),5516710(R),262829(R),4.5(R)
Ohio,2018,Jul,62.7,59.9,5778266(R),5518711(R),259555(R),4.5(R)
Ohio,2018,Aug,62.7,59.9,5779120(R),5522416(R),256704(R),4.4(R)
Ohio,2018,Sep,62.7,60,5783736(R),5528589(R),255147(R),4.4(R)
Ohio,2018,Oct,62.8,60,5791192(R),5536571(R),254621(R),4.4(R)
Ohio,2018,Nov,62.9,60.1,5799083(R),5545158(R),253925(R),4.4(R)
Ohio,2018,Dec,62.9,60.2,5804145(R),5552187(R),251958(R),4.3(R)
Oklahoma,2017,Jan,61,58.2,1827099(R),1743751(R),83348(R),4.6(R)
Oklahoma,2017,Feb,61,58.3,1827377(R),1745589(R),81788(R),4.5(R)
Oklahoma,2017,Mar,61,58.3,1828311(R),1747876(R),80435(R),4.4(R)
Oklahoma,2017,Apr,61.1,58.4,1830043(R),1750709(R),79334(R),4.3(R)
Oklahoma,2017,May,61.1,58.5,1832576(R),1754120(R),78456(R),4.3(R)
Oklahoma,2017,Jun,61.2,58.6,1835464(R),1757734(R),77730(R),4.2(R)
Oklahoma,2017,Jul,61.3,58.7,1838179(R),1761105(R),77074(R),4.2(R)
Oklahoma,2017,Aug,61.3,58.8,1840336(R),1763963(R),76373(R),4.1(R)
Oklahoma,2017,Sep,61.4,58.9,1841880(R),1766322(R),75558(R),4.1(R)
Oklahoma,2017,Oct,61.4,58.9,1842926(R),1768335(R),74591(R),4.0(R)
Oklahoma,2017,Nov,61.4,58.9,1843553(R),1770004(R),73549(R),4.0(R)
Oklahoma,2017,Dec,61.4,59,1843994(R),1771551(R),72443(R),3.9(R)
Oklahoma,2018,Jan,61.4,59,1844534(R),1773283(R),71251(R),3.9(R)
Oklahoma,2018,Feb,61.4,59.1,1845258(R),1775321(R),69937(R),3.8(R)
Oklahoma,2018,Mar,61.4,59.1,1845872(R),1777502(R),68370(R),3.7(R)
Oklahoma,2018,Apr,61.4,59.2,1845634(R),1779199(R),66435(R),3.6(R)
Oklahoma,2018,May,61.3,59.2,1844224(R),1779946(R),64278(R),3.5(R)
Oklahoma,2018,Jun,61.2,59.1,1842004(R),1779858(R),62146(R),3.4(R)
Oklahoma,2018,Jul,61.1,59.1,1839436(R),1779201(R),60235(R),3.3(R)
Oklahoma,2018,Aug,61,59,1837189(R),1778274(R),58915(R),3.2(R)
Oklahoma,2018,Sep,60.9,59,1835780(R),1777348(R),58432(R),3.2(R)
Oklahoma,2018,Oct,60.8,58.9,1835349(R),1776637(R),58712(R),3.2(R)
Oklahoma,2018,Nov,60.8,58.9,1835734(R),1776335(R),59399(R),3.2(R)
Oklahoma,2018,Dec,60.8,58.8,1836478(R),1776433(R),60045(R),3.3(R)
Oregon,2017,Jan,62.5,59.9,2068179(R),1981334(R),86845(R),4.2(R)
Oregon,2017,Feb,62.6,60,2072672(R),1987188(R),85484(R),4.1(R)
Oregon,2017,Mar,62.7,60.1,2077839(R),1993011(R),84828(R),4.1(R)
Oregon,2017,Apr,62.8,60.2,2083300(R),1998465(R),84835(R),4.1(R)
Oregon,2017,May,62.8,60.3,2088485(R),2003240(R),85245(R),4.1(R)
Oregon,2017,Jun,62.9,60.3,2092727(R),2006925(R),85802(R),4.1(R)
Oregon,2017,Jul,62.9,60.3,2095682(R),2009373(R),86309(R),4.1(R)
Oregon,2017,Aug,62.9,60.3,2097392(R),2010789(R),86603(R),4.1(R)
Oregon,2017,Sep,62.8,60.2,2098221(R),2011532(R),86689(R),4.1(R)
Oregon,2017,Oct,62.8,60.2,2098442(R),2011793(R),86649(R),4.1(R)
Oregon,2017,Nov,62.7,60.1,2098180(R),2011586(R),86594(R),4.1(R)
Oregon,2017,Dec,62.6,60,2097630(R),2011131(R),86499(R),4.1(R)
Oregon,2018,Jan,62.5,60,2097096(R),2010773(R),86323(R),4.1(R)
Oregon,2018,Feb,62.5,59.9,2096731(R),2010720(R),86011(R),4.1(R)
Oregon,2018,Mar,62.4,59.9,2096318(R),2010909(R),85409(R),4.1(R)
Oregon,2018,Apr,62.3,59.8,2095429(R),2010989(R),84440(R),4.0(R)
Oregon,2018,May,62.2,59.8,2094131(R),2010772(R),83359(R),4.0(R)
Oregon,2018,Jun,62.1,59.7,2093119(R),2010549(R),82570(R),3.9(R)
Oregon,2018,Jul,62.1,59.6,2092913(R),2010555(R),82358(R),3.9(R)
Oregon,2018,Aug,62,59.6,2094044(R),2011103(R),82941(R),4.0(R)
Oregon,2018,Sep,62,59.6,2096605(R),2012385(R),84220(R),4.0(R)
Oregon,2018,Oct,62.1,59.5,2100148(R),2014284(R),85864(R),4.1(R)
Oregon,2018,Nov,62.1,59.6,2103843(R),2016433(R),87410(R),4.2(R)
Oregon,2018,Dec,62.2,59.6,2106704(R),2018316(R),88388(R),4.2(R)
Pennsylvania,2017,Jan,62.9,59.6,6438537(R),6105806(R),332731(R),5.2(R)
Pennsylvania,2017,Feb,62.9,59.7,6438587(R),6110693(R),327894(R),5.1(R)
Pennsylvania,2017,Mar,62.9,59.7,6438280(R),6114675(R),323605(R),5.0(R)
Pennsylvania,2017,Apr,62.9,59.7,6436939(R),6117208(R),319731(R),5.0(R)
Pennsylvania,2017,May,62.8,59.8,6433906(R),6118328(R),315578(R),4.9(R)
Pennsylvania,2017,Jun,62.8,59.7,6429454(R),6117991(R),311463(R),4.8(R)
Pennsylvania,2017,Jul,62.7,59.7,6424959(R),6116627(R),308332(R),4.8(R)
Pennsylvania,2017,Aug,62.7,59.7,6420622(R),6114524(R),306098(R),4.8(R)
Pennsylvania,2017,Sep,62.6,59.6,6416554(R),6112224(R),304330(R),4.7(R)
Pennsylvania,2017,Oct,62.6,59.6,6412816(R),6110386(R),302430(R),4.7(R)
Pennsylvania,2017,Nov,62.5,59.6,6409039(R),6108932(R),300107(R),4.7(R)
Pennsylvania,2017,Dec,62.5,59.6,6405191(R),6108667(R),296524(R),4.6(R)
Pennsylvania,2018,Jan,62.4,59.6,6402605(R),6110928(R),291677(R),4.6(R)
Pennsylvania,2018,Feb,62.4,59.6,6403044(R),6116640(R),286404(R),4.5(R)
Pennsylvania,2018,Mar,62.5,59.7,6406524(R),6125296(R),281228(R),4.4(R)
Pennsylvania,2018,Apr,62.5,59.8,6410857(R),6134305(R),276552(R),4.3(R)
Pennsylvania,2018,May,62.5,59.9,6414949(R),6141775(R),273174(R),4.3(R)
Pennsylvania,2018,Jun,62.6,59.9,6419058(R),6148154(R),270904(R),4.2(R)
Pennsylvania,2018,Jul,62.6,60,6423003(R),6154096(R),268907(R),4.2(R)
Pennsylvania,2018,Aug,62.6,60,6428005(R),6160593(R),267412(R),4.2(R)
Pennsylvania,2018,Sep,62.7,60.1,6434391(R),6168060(R),266331(R),4.1(R)
Pennsylvania,2018,Oct,62.7,60.1,6441664(R),6176061(R),265603(R),4.1(R)
Pennsylvania,2018,Nov,62.8,60.2,6448723(R),6183700(R),265023(R),4.1(R)
Pennsylvania,2018,Dec,62.8,60.3,6453700(R),6189089(R),264611(R),4.1(R)
Rhode Island,2017,Jan,64.3,61.4,551878(R),526824(R),25054(R),4.5(R)
Rhode Island,2017,Feb,64.3,61.4,551909(R),527291(R),24618(R),4.5(R)
Rhode Island,2017,Mar,64.3,61.5,552083(R),527711(R),24372(R),4.4(R)
Rhode Island,2017,Apr,64.4,61.5,552359(R),528108(R),24251(R),4.4(R)
Rhode Island,2017,May,64.4,61.6,552663(R),528476(R),24187(R),4.4(R)
Rhode Island,2017,Jun,64.4,61.6,552966(R),528797(R),24169(R),4.4(R)
Rhode Island,2017,Jul,64.4,61.6,553296(R),529098(R),24198(R),4.4(R)
Rhode Island,2017,Aug,64.4,61.6,553598(R),529353(R),24245(R),4.4(R)
Rhode Island,2017,Sep,64.5,61.6,553818(R),529523(R),24295(R),4.4(R)
Rhode Island,2017,Oct,64.4,61.6,553970(R),529640(R),24330(R),4.4(R)
Rhode Island,2017,Nov,64.4,61.6,554085(R),529752(R),24333(R),4.4(R)
Rhode Island,2017,Dec,64.4,61.6,554218(R),529947(R),24271(R),4.4(R)
Rhode Island,2018,Jan,64.5,61.6,554379(R),530280(R),24099(R),4.3(R)
Rhode Island,2018,Feb,64.5,61.7,554530(R),530755(R),23775(R),4.3(R)
Rhode Island,2018,Mar,64.5,61.7,554642(R),531319(R),23323(R),4.2(R)
Rhode Island,2018,Apr,64.5,61.8,554697(R),531888(R),22809(R),4.1(R)
Rhode Island,2018,May,64.4,61.8,554686(R),532394(R),22292(R),4.0(R)
Rhode Island,2018,Jun,64.4,61.9,554610(R),532782(R),21828(R),3.9(R)
Rhode Island,2018,Jul,64.4,61.9,554488(R),533016(R),21472(R),3.9(R)
Rhode Island,2018,Aug,64.3,61.9,554421(R),533169(R),21252(R),3.8(R)
Rhode Island,2018,Sep,64.3,61.9,554473(R),533351(R),21122(R),3.8(R)
Rhode Island,2018,Oct,64.3,61.9,554613(R),533598(R),21015(R),3.8(R)
Rhode Island,2018,Nov,64.3,61.9,554770(R),533898(R),20872(R),3.8(R)
Rhode Island,2018,Dec,64.3,61.9,554849(R),534176(R),20673(R),3.7(R)
South Carolina,2017,Jan,58.8,56.1,2302787(R),2198812(R),103975(R),4.5(R)
South Carolina,2017,Feb,58.7,56.1,2303971(R),2201818(R),102153(R),4.4(R)
South Carolina,2017,Mar,58.7,56.1,2305250(R),2204694(R),100556(R),4.4(R)
South Carolina,2017,Apr,58.7,56.1,2306727(R),2207324(R),99403(R),4.3(R)
South Carolina,2017,May,58.6,56.1,2308547(R),2209859(R),98688(R),4.3(R)
South Carolina,2017,Jun,58.6,56.1,2310850(R),2212394(R),98456(R),4.3(R)
South Carolina,2017,Jul,58.6,56.1,2313304(R),2214704(R),98600(R),4.3(R)
South Carolina,2017,Aug,58.6,56.1,2315408(R),2216712(R),98696(R),4.3(R)
South Carolina,2017,Sep,58.6,56.1,2317122(R),2218754(R),98368(R),4.2(R)
South Carolina,2017,Oct,58.5,56.1,2318668(R),2221181(R),97487(R),4.2(R)
South Carolina,2017,Nov,58.5,56.1,2320154(R),2224179(R),95975(R),4.1(R)
South Carolina,2017,Dec,58.5,56.1,2321646(R),2228024(R),93622(R),4.0(R)
South Carolina,2018,Jan,58.4,56.2,2323502(R),2232819(R),90683(R),3.9(R)
South Carolina,2018,Feb,58.4,56.2,2325939(R),2238369(R),87570(R),3.8(R)
South Carolina,2018,Mar,58.4,56.3,2328663(R),2244195(R),84468(R),3.6(R)
South Carolina,2018,Apr,58.4,56.4,2331110(R),2249393(R),81717(R),3.5(R)
South Carolina,2018,May,58.4,56.4,2333214(R),2253422(R),79792(R),3.4(R)
South Carolina,2018,Jun,58.4,56.4,2335368(R),2256694(R),78674(R),3.4(R)
South Carolina,2018,Jul,58.4,56.4,2338109(R),2260018(R),78091(R),3.3(R)
South Carolina,2018,Aug,58.4,56.5,2341903(R),2264006(R),77897(R),3.3(R)
South Carolina,2018,Sep,58.4,56.5,2346596(R),2268697(R),77899(R),3.3(R)
South Carolina,2018,Oct,58.5,56.6,2351941(R),2273860(R),78081(R),3.3(R)
South Carolina,2018,Nov,58.6,56.6,2357630(R),2279069(R),78561(R),3.3(R)
South Carolina,2018,Dec,58.6,56.7,2363064(R),2283671(R),79393(R),3.4(R)
South Dakota,2017,Jan,69,66.9,454425(R),440134(R),14291(R),3.1(R)
South Dakota,2017,Feb,69,66.9,454822(R),440485(R),14337(R),3.2(R)
South Dakota,2017,Mar,69,66.9,455220(R),440838(R),14382(R),3.2(R)
South Dakota,2017,Apr,69,66.9,455580(R),441133(R),14447(R),3.2(R)
South Dakota,2017,May,69,66.8,455900(R),441358(R),14542(R),3.2(R)
South Dakota,2017,Jun,69,66.8,456183(R),441520(R),14663(R),3.2(R)
South Dakota,2017,Jul,69,66.7,456433(R),441644(R),14789(R),3.2(R)
South Dakota,2017,Aug,69,66.7,456677(R),441802(R),14875(R),3.3(R)
South Dakota,2017,Sep,68.9,66.7,456949(R),442057(R),14892(R),3.3(R)
South Dakota,2017,Oct,68.9,66.7,457283(R),442454(R),14829(R),3.2(R)
South Dakota,2017,Nov,68.9,66.7,457627(R),442897(R),14730(R),3.2(R)
South Dakota,2017,Dec,68.9,66.7,457922(R),443288(R),14634(R),3.2(R)
South Dakota,2018,Jan,69,66.8,458170(R),443624(R),14546(R),3.2(R)
South Dakota,2018,Feb,68.9,66.8,458394(R),443930(R),14464(R),3.2(R)
South Dakota,2018,Mar,68.9,66.8,458607(R),444237(R),14370(R),3.1(R)
South Dakota,2018,Apr,68.9,66.8,458801(R),444552(R),14249(R),3.1(R)
South Dakota,2018,May,68.9,66.8,459001(R),444878(R),14123(R),3.1(R)
South Dakota,2018,Jun,68.9,66.8,459232(R),445222(R),14010(R),3.1(R)
South Dakota,2018,Jul,68.9,66.8,459510(R),445595(R),13915(R),3.0(R)
South Dakota,2018,Aug,68.9,66.8,459843(R),445991(R),13852(R),3.0(R)
South Dakota,2018,Sep,68.9,66.8,460219(R),446385(R),13834(R),3.0(R)
South Dakota,2018,Oct,68.9,66.8,460622(R),446743(R),13879(R),3.0(R)
South Dakota,2018,Nov,68.9,66.8,461020(R),447039(R),13981(R),3.0(R)
South Dakota,2018,Dec,68.9,66.8,461384(R),447254(R),14130(R),3.1(R)
Tennessee,2017,Jan,60.2,57.5,3157342(R),3014969(R),142373(R),4.5(R)
Tennessee,2017,Feb,60.2,57.6,3159650(R),3022805(R),136845(R),4.3(R)
Tennessee,2017,Mar,60.2,57.7,3162582(R),3031826(R),130756(R),4.1(R)
Tennessee,2017,Apr,60.3,57.9,3167000(R),3042293(R),124707(R),3.9(R)
Tennessee,2017,May,60.3,58.1,3173238(R),3054059(R),119179(R),3.8(R)
Tennessee,2017,Jun,60.4,58.2,3180801(R),3065895(R),114906(R),3.6(R)
Tennessee,2017,Jul,60.5,58.4,3189009(R),3076714(R),112295(R),3.5(R)
Tennessee,2017,Aug,60.6,58.5,3196661(R),3085631(R),111030(R),3.5(R)
Tennessee,2017,Sep,60.7,58.6,3202968(R),3092243(R),110725(R),3.5(R)
Tennessee,2017,Oct,60.7,58.6,3207815(R),3096685(R),111130(R),3.5(R)
Tennessee,2017,Nov,60.7,58.6,3211390(R),3099333(R),112057(R),3.5(R)
Tennessee,2017,Dec,60.7,58.6,3214570(R),3101384(R),113186(R),3.5(R)
Tennessee,2018,Jan,60.7,58.6,3218699(R),3104315(R),114384(R),3.6(R)
Tennessee,2018,Feb,60.8,58.6,3224656(R),3109171(R),115485(R),3.6(R)
Tennessee,2018,Mar,60.9,58.7,3231944(R),3115677(R),116267(R),3.6(R)
Tennessee,2018,Apr,61,58.8,3238744(R),3122149(R),116595(R),3.6(R)
Tennessee,2018,May,61,58.8,3244194(R),3127605(R),116589(R),3.6(R)
Tennessee,2018,Jun,61.1,58.9,3248953(R),3132762(R),116191(R),3.6(R)
Tennessee,2018,Jul,61.1,58.9,3253724(R),3138439(R),115285(R),3.5(R)
Tennessee,2018,Aug,61.1,59,3259658(R),3145441(R),114217(R),3.5(R)
Tennessee,2018,Sep,61.2,59.1,3267423(R),3154263(R),113160(R),3.5(R)
Tennessee,2018,Oct,61.4,59.3,3276966(R),3164697(R),112269(R),3.4(R)
Tennessee,2018,Nov,61.5,59.4,3287799(R),3176027(R),111772(R),3.4(R)
Tennessee,2018,Dec,61.7,59.6,3298883(R),3187014(R),111869(R),3.4(R)
Texas,2017,Jan,63.8,60.8,13469939(R),12832003(R),637936(R),4.7(R)
Texas,2017,Feb,63.8,60.8,13490852(R),12860135(R),630717(R),4.7(R)
Texas,2017,Mar,63.8,60.9,13509998(R),12889646(R),620352(R),4.6(R)
Texas,2017,Apr,63.8,61,13527910(R),12919986(R),607924(R),4.5(R)
Texas,2017,May,63.8,61,13545404(R),12951366(R),594038(R),4.4(R)
Texas,2017,Jun,63.8,61.1,13563216(R),12982307(R),580909(R),4.3(R)
Texas,2017,Jul,63.8,61.2,13582350(R),13011793(R),570557(R),4.2(R)
Texas,2017,Aug,63.8,61.2,13601714(R),13038893(R),562821(R),4.1(R)
Texas,2017,Sep,63.8,61.2,13621164(R),13063996(R),557168(R),4.1(R)
Texas,2017,Oct,63.9,61.3,13641289(R),13087950(R),553339(R),4.1(R)
Texas,2017,Nov,63.9,61.3,13661966(R),13110303(R),551663(R),4.0(R)
Texas,2017,Dec,63.9,61.3,13683655(R),13132506(R),551149(R),4.0(R)
Texas,2018,Jan,63.9,61.4,13707892(R),13156374(R),551518(R),4.0(R)
Texas,2018,Feb,64,61.4,13735386(R),13182948(R),552438(R),4.0(R)
Texas,2018,Mar,64,61.5,13762997(R),13211042(R),551955(R),4.0(R)
Texas,2018,Apr,64.1,61.5,13784494(R),13236243(R),548251(R),4.0(R)
Texas,2018,May,64,61.5,13798149(R),13256169(R),541980(R),3.9(R)
Texas,2018,Jun,64,61.5,13807325(R),13273403(R),533922(R),3.9(R)
Texas,2018,Jul,64,61.5,13815834(R),13290921(R),524913(R),3.8(R)
Texas,2018,Aug,63.9,61.5,13829344(R),13311213(R),518131(R),3.7(R)
Texas,2018,Sep,63.9,61.6,13850222(R),13334935(R),515287(R),3.7(R)
Texas,2018,Oct,64,61.6,13876594(R),13360885(R),515709(R),3.7(R)
Texas,2018,Nov,64,61.6,13903768(R),13386988(R),516780(R),3.7(R)
Texas,2018,Dec,64,61.7,13925197(R),13409628(R),515569(R),3.7(R)
Utah,2017,Jan,68.9,66.6,1530749(R),1479893(R),50856(R),3.3(R)
Utah,2017,Feb,68.9,66.6,1534344(R),1483394(R),50950(R),3.3(R)
Utah,2017,Mar,68.9,66.6,1537790(R),1486736(R),51054(R),3.3(R)
Utah,2017,Apr,68.9,66.7,1540998(R),1489857(R),51141(R),3.3(R)
Utah,2017,May,68.9,66.7,1543901(R),1492770(R),51131(R),3.3(R)
Utah,2017,Jun,68.9,66.6,1546548(R),1495521(R),51027(R),3.3(R)
Utah,2017,Jul,68.9,66.6,1549122(R),1498261(R),50861(R),3.3(R)
Utah,2017,Aug,68.9,66.6,1551585(R),1500992(R),50593(R),3.3(R)
Utah,2017,Sep,68.8,66.6,1553867(R),1503651(R),50216(R),3.2(R)
Utah,2017,Oct,68.8,66.6,1555978(R),1506213(R),49765(R),3.2(R)
Utah,2017,Nov,68.7,66.6,1557840(R),1508523(R),49317(R),3.2(R)
Utah,2017,Dec,68.7,66.5,1559444(R),1510541(R),48903(R),3.1(R)
Utah,2018,Jan,68.6,66.5,1560861(R),1512307(R),48554(R),3.1(R)
Utah,2018,Feb,68.6,66.4,1562204(R),1513912(R),48292(R),3.1(R)
Utah,2018,Mar,68.5,66.4,1563548(R),1515420(R),48128(R),3.1(R)
Utah,2018,Apr,68.4,66.3,1564856(R),1516798(R),48058(R),3.1(R)
Utah,2018,May,68.4,66.3,1566153(R),1518105(R),48048(R),3.1(R)
Utah,2018,Jun,68.3,66.2,1567598(R),1519575(R),48023(R),3.1(R)
Utah,2018,Jul,68.2,66.2,1569298(R),1521391(R),47907(R),3.1(R)
Utah,2018,Aug,68.2,66.1,1571430(R),1523699(R),47731(R),3.0(R)
Utah,2018,Sep,68.2,66.1,1574010(R),1526507(R),47503(R),3.0(R)
Utah,2018,Oct,68.2,66.1,1576846(R),1529637(R),47209(R),3.0(R)
Utah,2018,Nov,68.2,66.1,1579845(R),1533017(R),46828(R),3.0(R)
Utah,2018,Dec,68.2,66.2,1583000(R),1536644(R),46356(R),2.9(R)
Vermont,2017,Jan,67,64.9,345256(R),334506(R),10750(R),3.1(R)
Vermont,2017,Feb,67,64.9,345177(R),334487(R),10690(R),3.1(R)
Vermont,2017,Mar,66.9,64.9,345141(R),334542(R),10599(R),3.1(R)
Vermont,2017,Apr,66.9,64.9,345195(R),334713(R),10482(R),3.0(R)
Vermont,2017,May,66.9,64.9,345346(R),334993(R),10353(R),3.0(R)
Vermont,2017,Jun,67,65,345563(R),335338(R),10225(R),3.0(R)
Vermont,2017,Jul,67,65,345823(R),335717(R),10106(R),2.9(R)
Vermont,2017,Aug,67,65.1,346055(R),336064(R),9991(R),2.9(R)
Vermont,2017,Sep,67,65.1,346211(R),336340(R),9871(R),2.9(R)
Vermont,2017,Oct,67,65.2,346301(R),336560(R),9741(R),2.8(R)
Vermont,2017,Nov,67,65.2,346324(R),336722(R),9602(R),2.8(R)
Vermont,2017,Dec,67,65.2,346302(R),336833(R),9469(R),2.7(R)
Vermont,2018,Jan,67,65.2,346242(R),336887(R),9355(R),2.7(R)
Vermont,2018,Feb,67,65.2,346156(R),336893(R),9263(R),2.7(R)
Vermont,2018,Mar,67,65.2,346063(R),336880(R),9183(R),2.7(R)
Vermont,2018,Apr,66.9,65.2,345950(R),336849(R),9101(R),2.6(R)
Vermont,2018,May,66.9,65.2,345804(R),336798(R),9006(R),2.6(R)
Vermont,2018,Jun,66.8,65.1,345614(R),336722(R),8892(R),2.6(R)
Vermont,2018,Jul,66.8,65.1,345363(R),336600(R),8763(R),2.5(R)
Vermont,2018,Aug,66.7,65,345074(R),336441(R),8633(R),2.5(R)
Vermont,2018,Sep,66.6,65,344789(R),336276(R),8513(R),2.5(R)
Vermont,2018,Oct,66.6,64.9,344533(R),336125(R),8408(R),2.4(R)
Vermont,2018,Nov,66.5,64.9,344339(R),336025(R),8314(R),2.4(R)
Vermont,2018,Dec,66.5,64.9,344212(R),335986(R),8226(R),2.4(R)
Virginia,2017,Jan,65.2,62.6,4283427(R),4111349(R),172078(R),4.0(R)
Virginia,2017,Feb,65.3,62.7,4290337(R),4120793(R),169544(R),4.0(R)
Virginia,2017,Mar,65.3,62.8,4296893(R),4129781(R),167112(R),3.9(R)
Virginia,2017,Apr,65.4,62.9,4303237(R),4138362(R),164875(R),3.8(R)
Virginia,2017,May,65.4,63,4309486(R),4146856(R),162630(R),3.8(R)
Virginia,2017,Jun,65.5,63,4315181(R),4154719(R),160462(R),3.7(R)
Virginia,2017,Jul,65.5,63.1,4319979(R),4161450(R),158529(R),3.7(R)
Virginia,2017,Aug,65.5,63.1,4323055(R),4166527(R),156528(R),3.6(R)
Virginia,2017,Sep,65.5,63.1,4324186(R),4170033(R),154153(R),3.6(R)
Virginia,2017,Oct,65.4,63.1,4323829(R),4172499(R),151330(R),3.5(R)
Virginia,2017,Nov,65.4,63.1,4322440(R),4174224(R),148216(R),3.4(R)
Virginia,2017,Dec,65.3,63.1,4321090(R),4176250(R),144840(R),3.4(R)
Virginia,2018,Jan,65.3,63.2,4321285(R),4179688(R),141597(R),3.3(R)
Virginia,2018,Feb,65.3,63.2,4324074(R),4185221(R),138853(R),3.2(R)
Virginia,2018,Mar,65.4,63.3,4328875(R),4192335(R),136540(R),3.2(R)
Virginia,2018,Apr,65.4,63.4,4333258(R),4198820(R),134438(R),3.1(R)
Virginia,2018,May,65.4,63.4,4335747(R),4203196(R),132551(R),3.1(R)
Virginia,2018,Jun,65.4,63.4,4336930(R),4206240(R),130690(R),3.0(R)
Virginia,2018,Jul,65.4,63.4,4337899(R),4209196(R),128703(R),3.0(R)
Virginia,2018,Aug,65.4,63.5,4340536(R),4213317(R),127219(R),2.9(R)
Virginia,2018,Sep,65.4,63.5,4345973(R),4219278(R),126695(R),2.9(R)
Virginia,2018,Oct,65.5,63.6,4354026(R),4226855(R),127171(R),2.9(R)
Virginia,2018,Nov,65.6,63.7,4363519(R),4235273(R),128246(R),2.9(R)
Virginia,2018,Dec,65.7,63.8,4372388(R),4243038(R),129350(R),3.0(R)
Washington,2017,Jan,63.7,60.6,3687410(R),3508427(R),178983(R),4.9(R)
Washington,2017,Feb,63.7,60.6,3694700(R),3517567(R),177133(R),4.8(R)
Washington,2017,Mar,63.7,60.7,3702713(R),3526769(R),175944(R),4.8(R)
Washington,2017,Apr,63.8,60.8,3711308(R),3535824(R),175484(R),4.7(R)
